0 1 7
0 2 4
0 3 13
0 4 12
0 5 1
0 6 14
0 7 20
0 8 17
0 9 1
0 10 7
0 11 2
0 12 11
0 13 11
0 14 15
0 15 2
0 16 7
0 17 16
0 18 19
0 19 2
0 20 4
0 21 6
0 22 9
0 23 5
0 24 6
0 25 7
0 26 10
0 27 2
0 28 16
0 29 18
0 30 17
0 31 18
0 32 9
0 33 17
0 34 7
0 35 10
0 36 12
0 37 8
0 38 4
0 39 12
0 40 13
0 41 16
0 42 11
0 43 2
0 44 14
0 45 18
0 46 6
0 47 19
0 48 16
0 49 1
0 50 16
0 51 2
0 52 3
0 53 19
0 54 11
0 55 19
0 56 10
0 57 8
0 58 15
0 59 15
0 60 20
0 61 12
0 62 6
0 63 10
0 64 18
0 65 11
0 66 3
0 67 13
0 68 9
0 69 4
0 70 8
0 71 11
0 72 9
0 73 7
0 74 13
0 75 13
0 76 11
0 77 16
0 78 20
0 79 8
0 80 3
0 81 4
0 82 11
0 83 4
0 84 10
0 85 4
0 86 16
0 87 13
0 88 1
0 89 10
0 90 14
0 91 10
0 92 8
0 93 5
0 94 20
0 95 2
0 96 10
0 97 14
0 98 7
0 99 6
1 2 5
1 3 15
1 4 18
1 5 11
1 6 6
1 7 1
1 8 3
1 9 16
1 10 4
1 11 2
1 12 15
1 13 10
1 14 11
1 15 17
1 16 1
1 17 19
1 18 16
1 19 18
1 20 7
1 21 19
1 22 4
1 23 13
1 24 12
1 25 14
1 26 12
1 27 6
1 28 13
1 29 9
1 30 5
1 31 4
1 32 17
1 33 5
1 34 6
1 35 3
1 36 10
1 37 13
1 38 11
1 39 15
1 40 11
1 41 2
1 42 4
1 43 1
1 44 9
1 45 17
1 46 14
1 47 6
1 48 19
1 49 7
1 50 17
1 51 10
1 52 7
1 53 16
1 54 14
1 55 10
1 56 1
1 57 5
1 58 17
1 59 17
1 60 15
1 61 13
1 62 11
1 63 4
1 64 13
1 65 4
1 66 7
1 67 3
1 68 4
1 69 5
1 70 1
1 71 12
1 72 4
1 73 18
1 74 7
1 75 6
1 76 3
1 77 5
1 78 19
1 79 6
1 80 8
1 81 12
1 82 13
1 83 19
1 84 8
1 85 9
1 86 7
1 87 19
1 88 5
1 89 18
1 90 11
1 91 19
1 92 19
1 93 9
1 94 5
1 95 12
1 96 7
1 97 4
1 98 19
1 99 13
2 3 1
2 4 8
2 5 4
2 6 16
2 7 6
2 8 7
2 9 16
2 10 5
2 11 12
2 12 11
2 13 18
2 14 12
2 15 9
2 16 12
2 17 8
2 18 17
2 19 11
2 20 17
2 21 14
2 22 1
2 23 17
2 24 14
2 25 15
2 26 4
2 27 5
2 28 7
2 29 19
2 30 8
2 31 16
2 32 10
2 33 8
2 34 10
2 35 5
2 36 14
2 37 20
2 38 17
2 39 12
2 40 19
2 41 17
2 42 8
2 43 9
2 44 4
2 45 17
2 46 16
2 47 19
2 48 6
2 49 15
2 50 4
2 51 13
2 52 18
2 53 7
2 54 16
2 55 18
2 56 7
2 57 1
2 58 5
2 59 15
2 60 8
2 61 11
2 62 1
2 63 19
2 64 5
2 65 7
2 66 7
2 67 13
2 68 7
2 69 8
2 70 16
2 71 14
2 72 11
2 73 11
2 74 6
2 75 1
2 76 12
2 77 13
2 78 11
2 79 19
2 80 3
2 81 1
2 82 12
2 83 16
2 84 19
2 85 20
2 86 3
2 87 19
2 88 17
2 89 9
2 90 10
2 91 19
2 92 2
2 93 20
2 94 16
2 95 20
2 96 4
2 97 15
2 98 17
2 99 16
3 4 1
3 5 15
3 6 5
3 7 9
3 8 14
3 9 12
3 10 5
3 11 7
3 12 4
3 13 17
3 14 2
3 15 10
3 16 14
3 17 5
3 18 8
3 19 13
3 20 18
3 21 7
3 22 3
3 23 13
3 24 12
3 25 3
3 26 17
3 27 8
3 28 18
3 29 3
3 30 19
3 31 6
3 32 5
3 33 19
3 34 17
3 35 20
3 36 6
3 37 4
3 38 9
3 39 18
3 40 15
3 41 14
3 42 18
3 43 17
3 44 11
3 45 18
3 46 11
3 47 16
3 48 10
3 49 1
3 50 19
3 51 18
3 52 10
3 53 10
3 54 19
3 55 11
3 56 4
3 57 14
3 58 19
3 59 9
3 60 15
3 61 8
3 62 13
3 63 9
3 64 1
3 65 8
3 66 1
3 67 8
3 68 5
3 69 14
3 70 15
3 71 7
3 72 10
3 73 12
3 74 11
3 75 3
3 76 15
3 77 19
3 78 18
3 79 15
3 80 8
3 81 4
3 82 9
3 83 20
3 84 16
3 85 8
3 86 11
3 87 13
3 88 5
3 89 16
3 90 11
3 91 4
3 92 14
3 93 16
3 94 18
3 95 1
3 96 2
3 97 15
3 98 11
3 99 11
4 5 17
4 6 8
4 7 2
4 8 11
4 9 20
4 10 4
4 11 9
4 12 2
4 13 6
4 14 17
4 15 12
4 16 19
4 17 13
4 18 1
4 19 16
4 20 18
4 21 17
4 22 9
4 23 3
4 24 8
4 25 4
4 26 10
4 27 13
4 28 2
4 29 6
4 30 14
4 31 15
4 32 19
4 33 6
4 34 7
4 35 3
4 36 10
4 37 4
4 38 18
4 39 19
4 40 12
4 41 14
4 42 1
4 43 19
4 44 13
4 45 5
4 46 12
4 47 11
4 48 8
4 49 11
4 50 5
4 51 3
4 52 3
4 53 7
4 54 5
4 55 4
4 56 7
4 57 2
4 58 8
4 59 14
4 60 8
4 61 20
4 62 8
4 63 2
4 64 19
4 65 16
4 66 18
4 67 11
4 68 11
4 69 7
4 70 15
4 71 12
4 72 12
4 73 2
4 74 20
4 75 16
4 76 12
4 77 12
4 78 13
4 79 7
4 80 20
4 81 9
4 82 1
4 83 13
4 84 11
4 85 3
4 86 6
4 87 20
4 88 2
4 89 18
4 90 5
4 91 8
4 92 3
4 93 3
4 94 14
4 95 7
4 96 9
4 97 3
4 98 15
4 99 6
5 6 13
5 7 5
5 8 16
5 9 8
5 10 15
5 11 1
5 12 12
5 13 14
5 14 8
5 15 6
5 16 4
5 17 15
5 18 8
5 19 10
5 20 6
5 21 3
5 22 6
5 23 9
5 24 9
5 25 20
5 26 20
5 27 13
5 28 17
5 29 6
5 30 5
5 31 4
5 32 9
5 33 13
5 34 10
5 35 12
5 36 3
5 37 8
5 38 5
5 39 6
5 40 6
5 41 17
5 42 10
5 43 14
5 44 17
5 45 16
5 46 19
5 47 18
5 48 14
5 49 13
5 50 17
5 51 19
5 52 16
5 53 18
5 54 1
5 55 3
5 56 3
5 57 18
5 58 6
5 59 8
5 60 17
5 61 1
5 62 18
5 63 7
5 64 4
5 65 10
5 66 12
5 67 19
5 68 18
5 69 3
5 70 19
5 71 13
5 72 20
5 73 16
5 74 15
5 75 13
5 76 11
5 77 3
5 78 20
5 79 9
5 80 7
5 81 8
5 82 10
5 83 8
5 84 10
5 85 3
5 86 14
5 87 5
5 88 14
5 89 8
5 90 12
5 91 18
5 92 4
5 93 12
5 94 6
5 95 11
5 96 2
5 97 8
5 98 1
5 99 19
6 7 20
6 8 11
6 9 12
6 10 18
6 11 15
6 12 14
6 13 7
6 14 19
6 15 3
6 16 7
6 17 11
6 18 1
6 19 16
6 20 13
6 21 7
6 22 10
6 23 14
6 24 5
6 25 18
6 26 13
6 27 1
6 28 12
6 29 19
6 30 12
6 31 16
6 32 17
6 33 3
6 34 16
6 35 2
6 36 9
6 37 20
6 38 2
6 39 3
6 40 12
6 41 13
6 42 11
6 43 8
6 44 11
6 45 15
6 46 9
6 47 14
6 48 12
6 49 6
6 50 4
6 51 11
6 52 2
6 53 17
6 54 15
6 55 15
6 56 13
6 57 14
6 58 10
6 59 11
6 60 2
6 61 18
6 62 5
6 63 12
6 64 16
6 65 13
6 66 18
6 67 7
6 68 5
6 69 9
6 70 3
6 71 9
6 72 8
6 73 2
6 74 9
6 75 8
6 76 18
6 77 18
6 78 8
6 79 20
6 80 15
6 81 12
6 82 10
6 83 3
6 84 9
6 85 2
6 86 19
6 87 19
6 88 18
6 89 19
6 90 14
6 91 14
6 92 19
6 93 16
6 94 14
6 95 8
6 96 16
6 97 20
6 98 6
6 99 19
7 8 5
7 9 9
7 10 7
7 11 12
7 12 12
7 13 11
7 14 16
7 15 11
7 16 18
7 17 12
7 18 9
7 19 10
7 20 15
7 21 13
7 22 6
7 23 6
7 24 13
7 25 7
7 26 8
7 27 13
7 28 9
7 29 4
7 30 3
7 31 13
7 32 14
7 33 12
7 34 14
7 35 14
7 36 7
7 37 4
7 38 6
7 39 14
7 40 3
7 41 3
7 42 15
7 43 12
7 44 19
7 45 2
7 46 17
7 47 6
7 48 16
7 49 9
7 50 9
7 51 16
7 52 11
7 53 2
7 54 9
7 55 2
7 56 14
7 57 2
7 58 8
7 59 15
7 60 3
7 61 15
7 62 5
7 63 15
7 64 18
7 65 5
7 66 6
7 67 7
7 68 4
7 69 19
7 70 11
7 71 14
7 72 6
7 73 19
7 74 2
7 75 4
7 76 18
7 77 13
7 78 16
7 79 3
7 80 13
7 81 19
7 82 10
7 83 18
7 84 7
7 85 3
7 86 6
7 87 15
7 88 3
7 89 16
7 90 3
7 91 15
7 92 19
7 93 6
7 94 1
7 95 7
7 96 4
7 97 16
7 98 1
7 99 16
8 9 18
8 10 2
8 11 19
8 12 7
8 13 13
8 14 16
8 15 14
8 16 18
8 17 20
8 18 6
8 19 9
8 20 7
8 21 4
8 22 9
8 23 11
8 24 8
8 25 8
8 26 18
8 27 16
8 28 9
8 29 6
8 30 5
8 31 15
8 32 18
8 33 4
8 34 10
8 35 5
8 36 3
8 37 16
8 38 10
8 39 15
8 40 6
8 41 1
8 42 6
8 43 17
8 44 1
8 45 15
8 46 1
8 47 5
8 48 8
8 49 8
8 50 9
8 51 3
8 52 16
8 53 19
8 54 16
8 55 8
8 56 5
8 57 13
8 58 4
8 59 2
8 60 2
8 61 17
8 62 15
8 63 15
8 64 9
8 65 19
8 66 4
8 67 12
8 68 2
8 69 18
8 70 1
8 71 19
8 72 5
8 73 16
8 74 13
8 75 2
8 76 1
8 77 6
8 78 8
8 79 5
8 80 9
8 81 6
8 82 5
8 83 8
