0 1 9
0 3 2
0 4 2
0 5 15
0 6 10
0 7 8
0 8 11
0 11 18
0 12 11
0 13 5
0 14 13
0 15 9
0 16 15
0 18 13
0 20 12
0 21 11
0 24 20
1 3 9
1 5 16
1 6 10
1 7 5
1 9 17
1 10 12
1 11 20
1 12 20
1 13 9
1 14 13
1 15 4
1 16 14
1 17 14
1 18 5
1 19 12
1 20 8
1 21 9
1 22 18
1 24 19
2 3 10
2 4 8
2 5 20
2 6 4
2 7 16
2 8 1
2 10 6
2 11 11
2 12 17
2 13 16
2 14 16
2 16 16
2 19 10
2 20 17
2 21 18
2 22 6
2 23 5
3 4 11
3 7 10
3 8 17
3 9 10
3 11 10
3 12 6
3 13 11
3 14 13
3 15 16
3 16 5
3 17 14
3 18 8
3 19 15
3 21 5
3 22 13
3 23 14
3 24 12
4 6 20
4 7 11
4 8 20
4 11 6
4 12 19
4 13 3
4 14 2
4 15 6
4 16 19
4 17 16
4 18 12
4 19 13
4 20 11
4 21 2
4 22 5
4 23 10
4 24 12
5 6 18
5 8 12
5 9 11
5 10 1
5 14 18
5 16 20
5 17 3
5 19 3
5 20 1
5 22 19
5 24 13
6 7 7
6 8 14
6 9 4
6 11 2
6 12 13
6 13 7
6 14 6
6 15 4
6 17 19
6 18 4
6 19 1
6 20 6
6 21 15
6 22 11
6 23 14
6 24 4
7 8 14
7 9 6
7 11 11
7 13 20
7 14 18
7 15 12
7 16 16
7 17 20
7 18 8
7 20 9
7 21 20
7 22 9
7 23 15
8 10 19
8 12 2
8 16 16
8 17 3
8 18 8
8 19 5
8 21 18
8 22 15
8 23 14
8 24 20
9 11 7
9 13 15
9 15 15
9 16 8
9 17 18
9 18 18
9 19 11
9 20 4
9 21 19
9 22 3
9 24 13
10 11 2
10 12 16
10 14 16
10 15 7
10 16 13
10 19 11
10 20 6
10 21 6
10 23 4
11 12 9
11 13 3
11 14 3
11 15 8
11 16 4
11 17 14
11 18 7
11 19 7
11 20 14
11 22 14
11 23 6
11 24 11
12 13 18
12 14 3
12 15 12
12 16 8
12 17 7
12 18 17
12 19 19
12 22 9
12 23 1
12 24 16
13 14 14
13 15 4
13 16 6
13 17 11
13 18 13
13 19 10
13 20 14
13 21 17
13 22 6
13 23 17
14 18 13
14 21 5
14 23 11
14 24 3
15 16 3
15 18 12
15 19 15
15 20 10
15 21 17
15 23 2
15 24 1
16 17 7
16 18 3
16 19 20
16 20 17
16 21 18
16 22 8
16 23 11
16 24 10
17 19 10
17 21 14
17 22 12
17 23 6
17 24 3
18 20 15
18 22 16
18 23 17
18 24 10
19 20 6
19 21 13
19 22 17
19 23 14
19 24 7
20 22 13
20 24 9
21 22 9
21 24 8
22 23 20
22 24 20
23 24 6
