0 1 7
0 2 20
0 3 7
0 4 20
0 5 15
0 7 5
0 8 13
0 11 13
0 13 16
0 14 19
0 15 15
0 17 1
0 18 16
0 19 8
0 20 5
0 22 10
0 24 6
1 3 15
1 5 17
1 7 15
1 8 16
1 9 9
1 10 17
1 11 7
1 12 18
1 13 14
1 14 7
1 16 13
1 17 2
1 18 19
1 20 3
1 22 12
1 23 9
2 3 12
2 4 19
2 5 5
2 6 14
2 7 7
2 11 5
2 12 19
2 15 3
2 16 11
2 17 5
2 18 13
2 19 5
2 21 7
2 22 19
2 23 5
2 24 19
3 4 8
3 5 6
3 6 13
3 7 20
3 8 16
3 9 16
3 11 10
3 12 9
3 15 5
3 17 14
3 20 20
3 21 20
3 23 1
3 24 2
4 6 5
4 7 1
4 8 8
4 10 4
4 12 17
4 13 10
4 14 1
4 16 8
4 18 18
4 19 9
4 22 13
5 6 19
5 7 15
5 11 18
5 14 16
5 15 17
5 18 18
5 19 7
5 23 4
5 24 3
6 7 17
6 8 4
6 9 6
6 10 13
6 12 9
6 14 14
6 15 17
6 17 2
6 18 6
6 21 13
7 10 10
7 11 10
7 12 10
7 13 12
7 14 16
7 15 20
7 18 4
7 19 19
7 20 5
7 21 2
7 22 14
7 23 11
8 9 3
8 10 2
8 11 3
8 15 13
8 16 12
8 17 8
8 21 11
8 22 6
8 24 4
9 10 16
9 11 9
9 12 10
9 13 1
9 14 16
9 15 3
9 16 3
9 17 3
9 18 13
9 19 2
9 21 4
9 22 8
10 11 16
10 13 1
10 14 16
10 15 20
10 16 13
10 17 13
10 18 7
10 19 4
10 20 10
10 22 8
10 23 12
10 24 20
11 12 17
11 13 5
11 14 20
11 15 20
11 16 9
11 17 17
11 19 11
11 20 10
11 21 2
11 22 15
11 23 17
11 24 16
12 13 17
12 14 12
12 15 12
12 16 20
12 17 17
12 20 3
12 21 1
12 22 8
12 24 7
13 18 13
13 19 11
13 21 8
13 22 16
14 15 13
14 16 14
14 17 5
14 18 8
14 19 2
14 21 15
14 22 6
15 17 6
15 20 2
15 24 7
16 17 5
16 18 8
16 20 15
16 24 3
17 21 20
17 23 1
17 24 18
18 19 14
18 20 6
18 21 20
18 22 5
18 23 12
19 22 7
19 24 8
20 24 14
21 24 13
22 23 17
22 24 5
23 24 20
