0 298 7
0 153 11
1 93 18
1 206 11
2 290 5
2 198 14
2 205 16
3 251 13
3 150 9
3 38 20
4 154 9
4 155 18
4 8 1
4 150 20
5 253 18
5 287 19
6 64 19
6 143 6
7 165 12
8 71 11
8 134 17
9 187 20
10 245 1
10 105 20
10 30 5
10 297 15
11 177 3
12 202 6
12 151 3
13 47 20
13 292 4
14 291 2
14 125 16
15 22 3
15 33 15
16 252 9
17 250 12
17 19 3
18 109 6
19 80 3
19 210 3
20 138 2
21 222 2
23 57 6
23 112 4
23 58 14
24 218 13
24 46 4
24 268 4
24 219 3
25 124 5
26 166 19
26 244 1
27 101 15
27 244 12
28 29 14
29 298 2
30 187 10
30 230 5
31 180 8
31 189 12
31 134 15
32 78 4
33 268 17
34 235 15
34 129 20
35 278 12
35 199 17
35 249 12
36 156 5
36 134 15
37 68 9
38 115 17
39 136 6
39 254 18
40 84 6
40 191 3
40 68 2
40 62 12
40 254 15
41 146 20
41 96 13
42 102 15
43 159 16
43 278 12
44 124 15
45 201 2
46 138 18
46 53 11
47 260 7
48 174 14
49 59 9
50 163 9
50 65 14
51 245 11
52 160 18
52 230 17
53 104 2
53 241 16
54 270 13
55 292 2
56 232 1
56 127 1
58 203 9
59 214 20
59 132 7
59 178 8
60 61 9
61 131 19
62 276 11
63 225 4
63 248 20
65 111 14
65 160 14
66 217 6
67 197 8
67 297 10
68 256 19
69 121 15
69 234 17
70 99 4
72 202 19
73 85 7
73 111 10
74 234 17
74 273 20
75 242 12
75 129 16
76 249 16
77 221 9
78 293 6
79 103 8
79 90 6
80 229 14
81 196 15
82 183 12
82 192 16
83 177 5
83 162 11
84 157 20
85 284 8
86 123 6
87 139 17
88 98 17
89 238 20
89 155 9
90 187 12
91 241 18
92 180 13
94 118 9
95 261 8
95 135 14
96 228 2
96 232 1
97 147 20
98 195 17
98 299 1
99 227 15
99 149 8
100 273 12
102 106 13
103 141 18
104 203 14
105 192 7
105 286 19
106 112 3
107 249 7
107 125 5
107 184 13
107 143 18
108 199 7
109 148 18
109 161 6
109 129 2
110 213 11
110 178 4
110 299 6
111 167 11
111 162 11
111 124 20
112 193 10
113 181 9
114 265 9
114 198 7
115 133 8
115 262 10
115 254 4
116 233 11
116 135 4
117 176 6
118 169 6
119 217 12
119 226 3
119 276 18
120 295 1
121 200 1
121 280 8
122 229 3
123 186 7
123 228 19
124 216 19
124 247 13
126 246 15
126 234 15
127 182 8
127 196 15
127 274 12
128 163 12
129 158 3
129 132 2
130 293 20
131 188 17
131 255 1
131 236 10
131 281 18
135 289 14
136 287 18
137 144 20
137 211 5
139 222 7
139 176 8
140 279 4
140 163 11
141 173 7
141 257 15
142 268 19
143 152 18
143 204 9
144 206 4
145 180 19
147 207 11
148 295 18
149 176 9
150 151 19
153 189 19
154 207 6
161 169 2
163 190 2
164 255 8
165 206 2
168 201 2
169 240 8
170 220 20
170 294 13
170 237 10
171 272 15
171 269 18
172 213 3
174 232 18
175 283 11
176 276 16
178 271 2
178 288 15
179 247 6
180 266 17
180 274 11
181 241 7
184 254 6
185 221 1
185 269 1
185 205 6
190 252 1
190 237 7
192 231 3
192 263 5
194 285 14
199 212 10
199 273 6
201 283 16
201 229 5
204 289 12
205 214 20
206 259 17
208 285 5
209 282 3
209 257 5
210 293 1
210 265 5
211 289 14
211 236 5
214 296 13
215 233 16
219 247 7
220 258 7
223 295 3
224 291 20
227 297 11
228 267 13
229 248 18
235 275 10
239 280 20
240 281 17
243 272 15
244 278 17
258 277 6
262 264 5
267 292 13
270 279 9
285 299 13
