0 23 19
0 93 15
1 65 12
1 97 16
1 144 9
1 67 5
2 179 17
3 35 19
3 102 14
4 194 6
4 31 14
5 63 20
6 9 11
6 103 12
6 58 10
7 57 8
7 21 12
8 198 13
8 155 4
9 33 11
9 197 15
10 175 18
10 21 19
11 195 9
12 81 9
12 185 14
12 66 4
13 24 11
13 146 2
13 181 10
13 22 2
14 164 8
14 41 12
15 146 4
16 151 18
16 119 12
17 129 13
17 88 8
17 161 9
18 116 15
18 30 13
19 140 2
19 137 19
20 123 9
20 39 13
21 130 19
21 116 14
22 34 17
25 96 14
26 32 20
27 31 5
27 199 18
28 108 17
28 163 4
28 176 10
28 29 11
29 156 16
29 87 14
30 79 10
30 128 16
30 96 19
30 83 12
30 66 9
31 162 13
31 141 12
32 179 6
32 152 12
34 105 15
34 103 8
35 51 11
36 92 20
36 47 9
37 134 14
37 76 6
38 80 4
38 130 19
39 168 6
39 180 15
40 66 4
41 95 20
42 144 5
43 155 5
44 93 9
45 146 4
46 63 1
46 183 17
46 114 7
47 77 3
47 138 14
48 67 12
49 112 5
50 121 3
50 83 18
51 149 8
52 136 2
52 138 1
52 141 3
53 103 11
54 77 9
55 65 2
56 75 7
56 187 19
56 172 7
58 70 6
59 64 8
60 184 19
60 97 14
61 188 12
61 191 16
62 82 12
62 161 5
64 117 5
66 77 13
67 137 10
67 176 1
68 160 7
69 148 13
70 78 16
71 117 11
71 133 3
72 137 15
73 87 7
73 171 5
74 104 4
76 167 2
76 173 19
76 152 15
77 193 19
78 143 6
78 122 20
81 126 3
83 98 4
83 122 11
84 119 12
84 186 2
85 138 6
86 160 18
87 133 4
87 189 4
87 95 11
88 131 6
89 193 9
90 195 13
90 94 6
91 125 10
91 111 17
91 95 14
92 94 11
93 149 3
94 110 20
95 101 4
96 150 8
99 161 7
100 154 12
100 170 14
100 171 7
100 106 8
102 120 13
102 172 13
102 192 20
104 113 6
104 148 17
104 124 5
105 182 17
106 190 6
107 184 8
109 132 6
109 156 6
111 192 10
112 185 20
114 159 5
115 117 5
118 158 16
118 188 11
121 145 20
121 160 15
121 196 9
124 177 7
125 165 18
127 189 13
135 191 15
135 147 13
136 153 17
136 177 19
137 155 13
139 194 14
142 198 20
144 186 3
147 168 17
149 166 16
150 161 14
152 194 4
157 169 8
157 187 17
159 181 3
171 178 6
172 180 1
173 174 1
182 190 8
